Item,policy_cluster,inventory_model,SS,ROP,EOQ,s,S,production_level
600993,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600994,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
600996,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610002,MTS,EOQ-ROP,8962.43,14883.19,8930.2,14883.19,23813.39,finished_products
610003,Dynamic,"(s,S)",5233.18,5685.26,2467.62,5685.26,8152.87,finished_products
610004,MTS,EOQ-ROP,11189.05,18332.54,9809.06,18332.54,28141.6,finished_products
610005,Dynamic,"(s,S)",1462.22,1536.29,998.82,1536.29,2535.11,finished_products
610006,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610007,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610011,Dynamic,"(s,S)",3599.61,3785.44,1582.08,3785.44,5367.52,finished_products
610012,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610016,Dynamic,"(s,S)",1857.82,1954.62,1141.87,1954.62,3096.49,finished_products
610019,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610021,Dynamic,"(s,S)",1883.56,2040.97,1456.1,2040.97,3497.07,finished_products
610022,Dynamic,"(s,S)",3501.83,3691.11,1596.69,3691.11,5287.79,finished_products
610023,Dynamic,"(s,S)",2208.91,2365.46,1452.11,2365.46,3817.57,finished_products
610025,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610028,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610029,Dynamic,"(s,S)",1016.73,1065.04,806.67,1065.04,1871.71,finished_products
610030,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610031,Dynamic,"(s,S)",1137.42,1205.3,956.23,1205.3,2161.54,finished_products
610034,Dynamic,"(s,S)",1591.11,1689.41,1150.62,1689.41,2840.03,finished_products
610035,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610036,Dynamic,"(s,S)",1589.95,1716.48,1305.46,1716.48,3021.95,finished_products
610037,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610039,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610041,Dynamic,"(s,S)",1401.83,1471.52,968.81,1471.52,2440.33,finished_products
610043,Dynamic,"(s,S)",1981.14,2097.82,1253.61,2097.82,3351.43,finished_products
610046,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610047,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610049,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610051,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610055,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610057,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610058,Dynamic,"(s,S)",2317.78,2449.71,1333.05,2449.71,3782.76,finished_products
610059,Dynamic,"(s,S)",2329.49,2461.19,1331.92,2461.19,3793.12,finished_products
610060,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610061,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610063,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610068,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610072,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610073,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610074,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610077,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610078,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610081,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610083,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610085,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610087,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610089,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610090,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610093,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610094,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610101,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610103,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610104,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610106,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610107,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610110,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610115,Dynamic,"(s,S)",3031.97,3253.63,1727.89,3253.63,4981.52,finished_products
610118,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610119,Dynamic,"(s,S)",2267.81,2395.08,1309.3,2395.08,3704.38,finished_products
610124,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610131,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610132,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610159,Dynamic,"(s,S)",1700.41,1791.36,1106.82,1791.36,2898.18,finished_products
610171,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610180,Dynamic,"(s,S)",1415.28,1491.07,1010.37,1491.07,2501.44,finished_products
610210,Dynamic,"(s,S)",2161.85,2292.92,1328.69,2292.92,3621.62,finished_products
610263,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610312,Dynamic,"(s,S)",2075.19,2232.75,1456.79,2232.75,3689.54,finished_products
610383,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610390,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610450,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610479,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610517,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610537,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610543,Dynamic,"(s,S)",27656.31,29152.63,4489.36,29152.63,33641.99,finished_products
610546,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610558,Dynamic,"(s,S)",7541.89,7892.27,2172.41,7892.27,10064.68,finished_products
610560,Dynamic,"(s,S)",37810.99,41088.43,6644.16,41088.43,47732.59,finished_products
610561,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610562,MTS,EOQ-ROP,8450.99,12006.42,6920.19,12006.42,18926.61,finished_products
610563,Dynamic,"(s,S)",2259.87,2363.47,1181.28,2363.47,3544.76,finished_products
610565,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610570,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610571,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610572,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
610573,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
800003,Dynamic,"(s,S)",3279.54,3430.33,1425.17,3430.33,4855.5,finished_products
800004,Dynamic,"(s,S)",9239.23,9698.32,2486.71,9698.32,12185.03,finished_products
800056,Dynamic,"(s,S)",6382.3,6762.6,2263.25,6762.6,9025.85,finished_products
880156,MTO,,0.0,0.0,0.0,0.0,0.0,raw_material
