Item,Classe,demand_class,commercial_class,policy_cluster,production_level,inventory_model,SS,ROP,EOQ,s,S,avg_monthly,std_monthly,ADI,CV2,D_annual,n_clientes,n_pedidos
302068,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2800.13,2983.5,1571.58,2983.5,4555.08,718.17,1135.29,1.5,2.499,8618.0,14,29
302069,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3844.07,4138.84,1992.57,4138.84,6131.41,1154.46,1482.78,1.7143,1.6497,13853.5,15,42
302070,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",477.72,502.47,577.33,502.47,1079.8,96.92,219.31,4.0,5.1207,1163.0,6,7
302083,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2901.38,3184.14,1951.55,3184.14,5135.69,1107.42,1044.59,1.4118,0.8898,13289.0,15,43
302084,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2191.73,2385.13,1614.0,2385.13,3999.14,757.46,812.45,1.5,1.1505,9089.5,22,40
302086,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6119.72,6442.02,2083.55,6442.02,8525.58,1262.29,2771.73,1.8462,4.8215,15147.5,14,44
302088,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1099.67,1190.92,1108.63,1190.92,2299.55,357.38,414.78,1.7143,1.3471,4288.5,8,20
302089,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1219.26,1315.24,1137.03,1315.24,2452.27,375.92,466.78,1.6,1.5418,4511.0,14,25
302090,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1736.78,1854.09,1257.04,1854.09,3111.13,459.46,696.64,1.6,2.299,5513.5,14,30
302091,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,985.05,1399.76,2363.45,1399.76,3763.21,1624.21,1178.02,1.1429,0.526,19490.5,26,78
302092,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3118.72,3372.02,1847.1,3372.02,5219.11,992.04,1183.46,1.3333,1.4231,11904.5,22,49
302093,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,876.21,1232.18,2189.66,1232.18,3421.83,1394.12,1048.08,1.0435,0.5652,16729.5,24,63
302094,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1655.63,1763.84,1207.26,1763.84,2971.1,423.79,671.74,1.6,2.5124,5085.5,13,26
302095,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2881.25,3147.69,1894.44,3147.69,5042.13,1043.54,1053.71,1.4118,1.0196,12522.5,20,44
302096,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2698.44,2880.25,1564.87,2880.25,4445.12,712.04,1083.31,2.0,2.3147,8544.5,11,27
302100,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2062.55,2193.01,1325.56,2193.01,3518.57,510.92,847.13,3.0,2.7492,6131.0,1,12
302101,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2072.47,2180.33,1205.36,2180.33,3385.69,422.46,947.62,3.4286,5.0316,5069.5,1,8
302102,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1273.48,1353.54,1038.49,1353.54,2392.03,313.58,524.26,3.4286,2.795,3763.0,2,8
302103,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1672.67,1767.69,1131.28,1767.69,2898.96,372.12,721.45,3.4286,3.7586,4465.5,2,10
302104,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1146.06,1204.19,884.86,1204.19,2089.05,227.67,536.44,4.8,5.5519,2732.0,2,6
302105,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3566.33,3784.52,1714.32,3784.52,5498.84,854.54,1484.6,2.6667,3.0182,10254.5,2,13
302106,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1848.59,1951.72,1178.61,1951.72,3130.33,403.92,805.46,4.0,3.9765,4847.0,2,8
302107,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1052.52,1102.54,820.76,1102.54,1923.29,195.88,538.89,6.0,7.5691,2350.5,2,5
302108,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3038.94,3209.96,1517.73,3209.96,4727.69,669.79,1317.54,2.6667,3.8694,8037.5,2,12
302112,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,157.88,421.39,8.0,7.1244,1894.5,1,3
302113,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1611.46,1703.22,1111.73,1703.22,2814.95,359.38,694.13,3.0,3.7307,4312.5,2,10
302114,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1010.49,1068.56,884.37,1068.56,1952.94,227.42,433.17,4.0,3.628,2729.0,2,6
302115,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1853.52,1938.72,1071.29,1938.72,3010.02,333.71,1064.07,4.0,10.1673,4004.5,2,9
302116,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2475.58,2597.13,1279.58,2597.13,3876.71,476.08,1202.28,6.0,6.3774,5713.0,2,8
302120,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,16.67,79.93,24.0,23.0,200.0,1,1
302123,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1637.27,1738.3,1166.51,1738.3,2904.81,395.67,679.14,3.4286,2.9462,4748.0,2,9
302124,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,241.71,573.75,4.8,5.6345,2900.5,1,6
302125,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,228.46,563.97,6.0,6.0939,2741.5,1,5
302126,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2438.55,2556.01,1257.78,2556.01,3813.79,460.0,1218.24,6.0,7.0138,5520.0,1,7
302127,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3390.56,3601.31,1684.81,3601.31,5286.11,825.38,1402.21,3.0,2.8862,9904.5,2,9
302128,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3561.46,3801.95,1799.79,3801.95,5601.74,941.88,1428.69,2.1818,2.3009,11302.5,2,15
302129,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3401.72,3585.63,1573.86,3585.63,5159.49,720.25,1511.8,3.0,4.4057,8643.0,2,14
302130,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3462.61,3710.14,1825.91,3710.14,5536.05,969.42,1363.82,2.1818,1.9792,11633.0,2,16
302131,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3602.34,3850.16,1827.01,3850.16,5677.17,970.58,1436.21,2.4,2.1896,11647.0,2,17
302132,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1832.45,1924.24,1111.92,1924.24,3036.16,359.5,868.96,4.8,5.8425,4314.0,2,8
302133,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,253.75,812.48,8.0,10.2522,3045.0,1,3
302135,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1313.26,1408.14,1130.45,1408.14,2538.59,371.58,515.58,1.8462,1.9252,4459.0,8,23
302136,30,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,529.51,825.98,1998.32,825.98,2824.3,1161.12,631.82,1.0435,0.2961,13933.5,26,66
302137,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3094.17,3360.78,1895.0,3360.78,5255.78,1044.17,1154.75,1.5,1.223,12530.0,20,45
302143,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",211.22,220.9,361.11,220.9,582.01,37.92,125.92,12.0,11.0281,455.0,2,2
302146,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",501.17,527.88,599.73,527.88,1127.61,104.58,225.02,3.4286,4.6293,1255.0,7,8
302148,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1387.16,1456.0,962.95,1456.0,2418.95,269.62,664.8,4.8,6.0795,3235.5,3,5
302149,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",201.81,211.53,361.9,211.53,573.44,38.08,100.77,8.0,7.0009,457.0,3,3
302150,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3140.89,3342.33,1647.18,3342.33,4989.51,788.92,1283.22,2.4,2.6457,9467.0,3,14
302151,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1596.15,1677.06,1043.92,1677.06,2720.98,316.88,747.59,4.0,5.5661,3802.5,2,7
302153,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1513.01,1647.08,1343.81,1647.08,2990.9,525.08,560.19,1.4118,1.1382,6301.0,16,31
302154,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",986.49,1061.19,1003.04,1061.19,2064.23,292.54,381.92,2.1818,1.7044,3510.5,11,18
302155,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",879.64,925.58,786.61,925.58,1712.19,179.92,401.08,4.8,4.9696,2159.0,7,10
302156,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",740.64,778.29,712.13,778.29,1490.42,147.46,345.91,6.0,5.5028,1769.5,3,6
302157,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1439.18,1580.97,1381.98,1580.97,2962.95,555.33,516.42,1.3333,0.8648,6664.0,17,36
302158,30,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,763.09,1100.86,2132.97,1100.86,3233.83,1322.88,912.3,1.0909,0.4756,15874.5,22,59
302159,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,103.79,206.89,4.0,3.9733,1245.5,1,7
302160,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1479.59,1570.13,1104.29,1570.13,2674.42,354.58,615.89,2.6667,3.017,4255.0,6,19
302161,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3357.06,3619.8,1881.19,3619.8,5500.99,1029.0,1287.36,1.5,1.5652,12348.0,15,33
302162,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1720.18,1858.42,1364.55,1858.42,3222.98,541.42,654.71,1.7143,1.4623,6497.0,16,25
302163,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1131.33,1210.97,1035.66,1210.97,2246.62,311.88,447.75,2.0,2.0612,3742.5,12,19
302164,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1657.92,1733.93,1011.79,1733.93,2745.71,297.67,986.02,6.0,10.9726,3572.0,2,5
302165,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1466.62,1585.46,1265.16,1585.46,2850.62,465.42,556.91,1.8462,1.4318,5585.0,18,28
302166,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1591.8,1723.09,1329.83,1723.09,3052.92,514.21,601.42,1.5,1.368,6170.5,17,29
302167,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1285.34,1388.54,1178.98,1388.54,2567.52,404.17,489.34,2.0,1.4659,4850.0,11,21
302168,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",757.62,797.76,735.3,797.76,1533.05,157.21,341.57,4.8,4.7207,1886.5,6,7
302169,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4752.24,5033.21,1945.34,5033.21,6978.55,1100.38,2008.71,2.4,3.3324,13204.5,10,34
302170,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3562.33,3794.38,1767.9,3794.38,5562.28,908.79,1447.1,2.1818,2.5355,10905.5,14,28
302171,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",641.66,677.31,692.96,677.31,1370.26,139.62,280.27,3.4286,4.0293,1675.5,5,8
302172,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1900.44,2063.63,1482.58,2063.63,3546.21,639.12,709.94,1.3333,1.2339,7669.5,15,34
302173,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2390.72,2596.03,1662.94,2596.03,4258.97,804.08,893.07,1.5,1.2336,9649.0,18,37
302174,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",999.42,1057.29,882.91,1057.29,1940.21,226.67,426.73,2.4,3.5443,2720.0,9,13
302175,30,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2002.27,3071.96,3795.79,3071.96,6867.75,4189.42,2390.24,1.0909,0.3255,50273.0,28,107
302176,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1198.02,1290.47,1115.91,1290.47,2406.38,362.08,461.27,1.8462,1.6229,4345.0,10,18
302177,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1518.87,1609.34,1103.9,1609.34,2713.24,354.33,639.78,3.0,3.2602,4252.0,7,16
302178,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2536.69,2667.44,1327.07,2667.44,3994.52,512.08,1169.63,4.0,5.2169,6145.0,2,10
302179,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,513.63,687.96,1532.34,687.96,2220.3,682.75,614.88,1.2632,0.8111,8193.0,14,38
302181,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1065.57,1137.07,981.31,1137.07,2118.37,280.0,428.39,2.4,2.3408,3360.0,8,17
302182,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2829.23,3088.53,1868.85,3088.53,4957.38,1015.54,1037.4,1.4118,1.0435,12186.5,25,53
302183,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",806.33,849.77,764.91,849.77,1614.68,170.12,359.22,4.0,4.4585,2041.5,7,11
302185,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,62.88,301.54,24.0,23.0,754.5,1,1
302186,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1454.07,1575.47,1278.74,1575.47,2854.21,475.46,547.51,1.4118,1.326,5705.5,12,31
302187,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",743.79,789.94,788.43,789.94,1578.37,180.75,307.82,3.0,2.9002,2169.0,8,11
302188,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1055.87,1140.93,1070.36,1140.93,2211.28,333.12,401.6,1.6,1.4533,3997.5,12,24
302189,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",959.61,1021.13,910.25,1021.13,1931.37,240.92,392.12,3.0,2.6492,2891.0,7,12
302190,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",649.96,698.1,805.25,698.1,1503.35,188.54,253.27,2.4,1.8045,2262.5,9,14
302192,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,153.83,416.07,8.0,7.3152,1846.0,1,3
302193,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,828.03,1093.21,1889.89,1093.21,2983.1,1038.54,991.47,1.0909,0.9114,12462.5,23,52
302198,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1921.05,2057.64,1356.39,2057.64,3414.03,534.96,757.9,1.8462,2.0072,6419.5,9,22
302201,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,76.17,252.62,12.0,11.0007,914.0,1,2
302203,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,151.5,524.18,8.0,11.971,1818.0,1,4
302204,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1171.68,1227.06,863.63,1227.06,2090.69,216.88,606.85,8.0,7.8297,2602.5,2,7
302205,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1745.93,1845.56,1158.44,1845.56,3004.0,390.21,751.18,2.4,3.706,4682.5,3,12
302208,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1332.83,1396.48,925.93,1396.48,2322.41,249.29,675.82,6.0,7.3494,2991.5,2,6
302209,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",701.63,740.05,719.34,740.05,1459.39,150.46,309.23,4.0,4.2241,1805.5,3,8
302210,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3729.52,4062.45,2117.63,4062.45,6180.08,1303.92,1377.93,1.4118,1.1167,15647.0,14,40
302211,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2669.63,2792.07,1284.22,2792.07,4076.28,479.54,1666.47,6.0,12.0766,5754.5,7,11
302212,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1310.46,1402.97,1116.3,1402.97,2519.27,362.33,518.16,2.0,2.0451,4348.0,13,22
302213,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1029.5,1080.08,825.37,1080.08,1905.45,198.08,499.67,3.4286,6.3631,2377.0,7,8
302214,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1047.4,1112.75,938.23,1112.75,2050.98,255.96,432.49,3.0,2.8551,3071.5,7,12
302215,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1948.09,2113.79,1493.94,2113.79,3607.73,648.96,729.69,1.6,1.2643,7787.5,13,35
302216,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2008.71,2158.58,1420.79,2158.58,3579.37,586.96,781.04,2.0,1.7706,7043.5,15,32
302217,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1772.98,1873.46,1163.32,1873.46,3036.77,393.5,765.71,3.4286,3.7865,4722.0,7,17
302218,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,84.58,405.65,24.0,23.0,1015.0,1,1
302219,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5571.68,6006.03,2418.76,6006.03,8424.79,1701.12,2139.02,1.6,1.5811,20413.5,7,32
302221,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",906.62,980.66,998.6,980.66,1979.26,289.96,343.51,2.0,1.4035,3479.5,11,19
302222,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",470.4,492.05,540.01,492.05,1032.06,84.79,267.66,8.0,9.9647,1017.5,3,3
302223,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",937.8,999.76,913.55,999.76,1913.31,242.67,379.03,2.6667,2.4396,2912.0,6,11
302224,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",432.32,453.92,539.35,453.92,993.26,84.58,205.64,6.0,5.9107,1015.0,3,6
302225,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,50.17,141.54,8.0,7.9606,602.0,1,3
302226,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1712.49,1814.03,1169.46,1814.03,2983.48,397.67,722.87,2.6667,3.3043,4772.0,8,19
302227,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",551.4,579.81,618.67,579.81,1198.48,111.29,254.28,6.0,5.2204,1335.5,3,6
302228,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1218.3,1530.83,2051.71,1530.83,3582.54,1224.0,1459.65,1.2,1.4221,14688.0,21,51
302229,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,4.21,20.18,24.0,23.0,50.5,1,1
302230,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,147.96,451.86,8.0,9.3265,1775.5,1,3
302231,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,25.04,120.1,24.0,23.0,300.5,1,1
302233,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",730.98,772.41,746.99,772.41,1519.41,162.25,315.68,4.0,3.7854,1947.0,6,8
302234,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",991.1,1068.36,1020.11,1068.36,2088.47,302.58,380.5,2.1818,1.5813,3631.0,7,15
302237,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1803.92,1950.44,1404.81,1950.44,3355.25,573.83,684.53,1.6,1.423,6886.0,12,28
302238,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2126.83,2328.37,1647.61,2328.37,3975.98,789.33,772.23,1.3333,0.9571,9472.0,14,40
302239,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",684.52,732.47,803.73,732.47,1536.21,187.83,271.31,2.6667,2.0864,2254.0,5,12
302240,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",286.65,300.21,427.27,300.21,727.48,53.08,148.34,8.0,7.8094,637.0,3,4
302241,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1255.97,1333.02,1018.71,1333.02,2351.72,301.75,522.25,2.6667,2.9955,3621.0,8,15
302242,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2321.77,2447.29,1300.24,2447.29,3747.53,491.58,1031.86,2.6667,4.406,5899.0,8,14
302243,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4068.58,4329.21,1873.63,4329.21,6202.84,1020.75,1662.95,2.4,2.6541,12249.0,3,15
302244,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1096.25,1162.59,945.31,1162.59,2107.89,259.83,458.49,2.6667,3.1136,3118.0,9,15
302245,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",373.12,395.93,554.28,395.93,950.22,89.33,155.38,3.0,3.0254,1072.0,6,8
302246,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1513.31,1609.76,1139.8,1609.76,2749.56,377.75,619.72,2.4,2.6915,4533.0,7,17
302247,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2884.39,3076.04,1606.66,3076.04,4682.7,750.58,1163.5,3.0,2.4029,9007.0,1,8
302248,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",580.58,613.11,661.97,613.11,1275.08,127.42,252.32,4.8,3.9216,1529.0,2,5
302249,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",382.16,399.97,489.78,399.97,889.74,69.75,205.51,6.0,8.6811,837.0,4,4
302251,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,42.71,204.82,24.0,23.0,512.5,1,1
302254,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4015.0,4348.84,2120.5,4348.84,6469.34,1307.46,1513.54,2.0,1.3401,15689.5,2,21
302256,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,640.39,813.11,1525.27,813.11,2338.37,676.46,767.16,1.2632,1.2861,8117.5,12,32
302262,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",549.29,574.63,584.24,574.63,1158.87,99.25,363.14,8.0,13.3869,1191.0,2,3
302263,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",779.38,826.9,799.98,826.9,1626.87,186.08,324.94,2.6667,3.0492,2233.0,8,13
302273,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3558.24,3750.36,1608.62,3750.36,5358.98,752.42,1582.74,4.0,4.4249,9029.0,2,14
302275,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,26.04,124.89,24.0,23.0,312.5,1,1
302276,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",615.18,644.66,630.14,644.66,1274.8,115.46,309.98,8.0,7.2082,1385.5,2,4
302281,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,92.62,270.83,8.0,8.5497,1111.5,1,3
302282,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,12.71,60.95,24.0,23.0,152.5,1,1
302284,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",476.19,498.49,548.04,498.49,1046.53,87.33,252.4,8.0,8.3524,1048.0,2,3
302285,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3358.17,3642.41,1956.69,3642.41,5599.1,1113.25,1259.59,1.4118,1.2802,13359.0,21,48
302288,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",469.74,494.01,571.72,494.01,1065.72,95.04,216.16,4.0,5.1725,1140.5,6,7
302289,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1890.19,2038.11,1411.48,2038.11,3449.58,579.29,724.88,1.7143,1.5658,6951.5,15,29
302292,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",235.16,245.98,381.75,245.98,627.73,42.38,152.44,12.0,12.9408,508.5,3,3
302297,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2005.22,2102.69,1145.82,2102.69,3248.51,381.75,987.58,4.0,6.6925,4581.0,2,10
302298,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2068.68,2189.76,1277.06,2189.76,3466.81,474.21,878.62,3.0,3.433,5690.5,2,14
302299,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,229.04,576.22,6.0,6.3291,2748.5,1,4
302300,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,112.42,333.48,8.0,8.8001,1349.0,1,4
302301,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1386.01,1503.56,1258.29,1503.56,2761.85,460.38,519.58,1.8462,1.2737,5524.5,14,23
302302,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,193.08,395.58,4.8,4.1974,2317.0,1,7
302303,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1012.35,1110.03,1147.07,1110.03,2257.1,382.58,365.58,1.5,0.9131,4591.0,14,24
302305,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1193.95,1287.95,1125.25,1287.95,2413.2,368.17,457.07,1.7143,1.5412,4418.0,11,21
